
Analysis complete for Hmi-ABas_003-Ex1-03A.clmp.fp2_repr.R1.fq.gz
Started analysis of Hmi-ABas_003-Ex1-03A.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:07,420] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CBas_019-Ex1-04G.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:07,433] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CBas_038-Ex1-01H.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:07,440] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CBas_038-Ex1-01H.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:07,499] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-ABas_009-Ex1-09A.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:07,506] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-ABas_009-Ex1-09A.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:07,551] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_012-Ex1-11G.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:07,552] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_011-Ex1-10G.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:07,552] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_023-Ex1-07H.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:07,567] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_032-Ex1-12B.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:07,574] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_032-Ex1-12B.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:07,622] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_008-Ex1-08A.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:07,635] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-AMac_044-Ex1-07F.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:07,642] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-AMac_044-Ex1-07F.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:07,698] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_021-Ex1-12D.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:07,705] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_021-Ex1-12D.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:07,750] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_019-Ex1-07B.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:07,751] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_018-Ex1-04D.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:07,766] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-ABas_026-Ex1-02C.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:07,773] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-ABas_026-Ex1-02C.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:07,829] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_037-Ex1-01F.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:07,836] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_037-Ex1-01F.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:07,884] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_004-Ex1-04A.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:07,885] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_021-Ex1-12D.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:07,899] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_020-Ex1-12A.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:07,906] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_020-Ex1-12A.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:07,954] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_036-Ex1-08G.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:07,968] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-AMac_020-Ex1-07H.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:07,975] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-AMac_020-Ex1-07H.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:08,017] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CBas_038-Ex1-01H.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:08,018] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_036-Ex1-11E.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:08,033] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CBas_026-Ex1-01G.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:08,039] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CBas_026-Ex1-01G.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:08,100] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-ABas_021-Ex1-09B.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:08,106] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-ABas_021-Ex1-09B.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:08,164] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_039-Ex1-02G.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:08,170] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_039-Ex1-02G.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:08,218] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CBas_047-Ex1-07F.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:08,232] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_035-Ex1-08A.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:08,239] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_035-Ex1-08A.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:08,296] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_025-Ex1-01E.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:08,302] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_025-Ex1-01E.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:08,352] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_005-Ex1-05A.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:08,353] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CBas_031-Ex1-04H.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:08,353] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_040-Ex1-04D.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:08,353] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_030-Ex1-11C.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:08,353] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_014-Ex1-02B.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:08,354] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CBas_021-Ex1-12C.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:08,354] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CBas_048-Ex1-08D.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:08,368] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CBas_032-Ex1-05D.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:08,375] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CBas_032-Ex1-05D.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:08,422] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CBas_034-Ex1-06G.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:08,437] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_019-Ex1-11E.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:08,444] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_019-Ex1-11E.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:08,489] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_011-Ex1-10G.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:08,489] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_017-Ex1-04H.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:08,490] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_014-Ex1-01H.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:08,490] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_024-Ex1-11H.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:08,490] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CBas_012-Ex1-12G.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,491] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_022-Ex1-10B.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,491] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_017-Ex1-03F.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,491] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_032-Ex1-08C.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,491] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_026-Ex1-02C.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,492] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CBas_006-Ex1-03H.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,492] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CBas_031-Ex1-04H.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,492] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_028-Ex1-04C.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,492] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CBas_045-Ex1-06A.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,493] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_029-Ex1-04E.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,493] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_018-Ex1-05H.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,493] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_030-Ex1-06C.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,493] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_012-Ex1-11G.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,494] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_046-Ex1-07D.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,494] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_031-Ex1-05B.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,494] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_031-Ex1-07C.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,494] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CBas_016-Ex1-10C.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,495] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_002-Ex1-02A.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,495] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_020-Ex1-07H.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,495] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CBas_017-Ex1-10H.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,495] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CBas_029-Ex1-03C.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,496] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_049-Ex1-12F.clmp.fp2_repr.orph.fq
[2022-11-21 10:45:08,496] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_025-Ex1-01E.clmp.fp2_repr.orph.fq
